Name,Technique,Rule Type,Severity,Source,Guide
Potential Chroot Container Escape via Mount,T1611,EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/privilege_escalation_docker_mount_chroot_container_escape.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-docker-mount-chroot-container-escape.md)
Potential Credential Access via DCSync,"T1003, T1003.006, T1078, T1078.002",New Terms,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/credential_access_dcsync_replication_rights.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/credential-access-dcsync-replication-rights.md)
Potential CVE-2025-32463 Nsswitch File Creation,T1068,EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/privilege_escalation_cve_2025_32463_nsswitch_file_creation.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-cve-2025-32463-nsswitch-file-creation.md)
Potential CVE-2025-32463 Sudo Chroot Execution Attempt,T1068,EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/privilege_escalation_cve_2025_32463_sudo_chroot_execution.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-cve-2025-32463-sudo-chroot-execution.md)
Potential CVE-2025-41244 vmtoolsd LPE Exploitation Attempt,T1068,EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/privilege_escalation_cve_2025_41244_vmtoolsd_lpe.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-cve-2025-41244-vmtoolsd-lpe.md)
Potential Docker Escape via Nsenter,T1611,EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/privilege_escalation_docker_escape_via_nsenter.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-docker-escape-via-nsenter.md)
Potential Escalation via Vulnerable MSI Repair,"T1068, T1218, T1218.007",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/privilege_escalation_msi_repair_via_mshelp_link.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-msi-repair-via-mshelp-link.md)
Potential Exploitation of an Unquoted Service Path Vulnerability,"T1574, T1574.009",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/privilege_escalation_unquoted_service_path.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-unquoted-service-path.md)
Potential LSA Authentication Package Abuse,"T1547, T1547.002",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/privilege_escalation_lsa_auth_package.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-lsa-auth-package.md)
Potential Modification of Accessibility Binaries,"T1546, T1546.008",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/persistence_priv_escalation_via_accessibility_features.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/persistence-priv-escalation-via-accessibility-features.md)
Potential notify_on_release Container Escape Detected via Defend for Containers,T1611,EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/cloud_defend/privilege_escalation_potential_container_escape_via_modified_notify_on_release_file.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-potential-container-escape-via-modified-notify-on-release-file.md)
Potential Persistence via File Modification,"T1014, T1037, T1037.004, T1053, T1053.003, T1136, T1136.001, T1543, T1543.002, T1547, T1547.006, T1548, T1548.003, T1556, T1574, T1574.006",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/fim/persistence_suspicious_file_modifications.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/persistence-suspicious-file-modifications.md)
Potential Persistence via Time Provider Modification,"T1547, T1547.003",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/persistence_time_provider_mod.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/persistence-time-provider-mod.md)
Potential Port Monitor or Print Processor Registration Abuse,"T1547, T1547.010, T1547.012",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/privilege_escalation_port_monitor_print_processor_abuse.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-port-monitor-print-processor-abuse.md)
Potential Privacy Control Bypass via Localhost Secure Copy,T1548,EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/macos/defense_evasion_privilege_escalation_privacy_pref_sshd_fulldiskaccess.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/defense-evasion-privilege-escalation-privacy-pref-sshd-fulldiskaccess.md)
Potential Privilege Escalation through Writable Docker Socket,T1611,EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/privilege_escalation_writable_docker_socket.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-writable-docker-socket.md)
Potential Privilege Escalation via Container Misconfiguration,T1611,EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/privilege_escalation_container_util_misconfiguration.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-container-util-misconfiguration.md)
Potential privilege escalation via CVE-2022-38028,"T1036, T1068",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/privilege_escalation_exploit_cve_202238028.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-exploit-cve-202238028.md)
Potential Privilege Escalation via CVE-2023-4911,T1068,EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/privilege_escalation_looney_tunables_cve_2023_4911.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-looney-tunables-cve-2023-4911.md)
Potential Privilege Escalation via Enlightenment,T1068,EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/privilege_escalation_enlightenment_window_manager.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-enlightenment-window-manager.md)
Potential Privilege Escalation via InstallerFileTakeOver,T1068,EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/privilege_escalation_installertakeover.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-installertakeover.md)
Potential Privilege Escalation via Linux DAC permissions,T1068,New Terms,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/privilege_escalation_dac_permissions.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-dac-permissions.md)
Potential Privilege Escalation via OverlayFS,T1068,EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/privilege_escalation_overlayfs_local_privesc.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-overlayfs-local-privesc.md)
Potential Privilege Escalation via PKEXEC,"T1068, T1574, T1574.007",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/privilege_escalation_pkexec_envar_hijack.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-pkexec-envar-hijack.md)
Potential Privilege Escalation via Python cap_setuid,"T1068, T1548, T1548.001",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/privilege_escalation_suspicious_cap_setuid_python_execution.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-suspicious-cap-setuid-python-execution.md)
Potential Privilege Escalation via Recently Compiled Executable,T1068,EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/privilege_escalation_uid_change_post_compilation.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-uid-change-post-compilation.md)
Potential Privilege Escalation via Service ImagePath Modification,"T1543, T1543.003, T1569, T1569.002, T1574, T1574.011",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/privilege_escalation_reg_service_imagepath_mod.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-reg-service-imagepath-mod.md)
Potential Privilege Escalation via Sudoers File Modification,"T1548, T1548.003",Custom Query,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/cross-platform/privilege_escalation_echo_nopasswd_sudoers.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-echo-nopasswd-sudoers.md)
Potential Privilege Escalation via SUID/SGID Proxy Execution,"T1068, T1218, T1548, T1548.001",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/privilege_escalation_potential_suid_sgid_proxy_execution.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-potential-suid-sgid-proxy-execution.md)
Potential Privileged Escalation via SamAccountName Spoofing,"T1068, T1078, T1078.002, T1098",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/privilege_escalation_samaccountname_spoofing_attack.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-samaccountname-spoofing-attack.md)
Potential Process Injection from Malicious Document,"T1055, T1566, T1566.001",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules_building_block/defense_evasion_injection_from_msoffice.toml),
Potential release_agent Container Escape Detected via Defend for Containers,T1611,EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/cloud_defend/privilege_escalation_potential_container_escape_via_modified_release_agent_file.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-potential-container-escape-via-modified-release-agent-file.md)
Potential Shadow File Read via Command Line Utilities,"T1003, T1003.008, T1068",New Terms,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/privilege_escalation_shadow_file_read.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-shadow-file-read.md)
Potential Shell via Wildcard Injection Detected,"T1059, T1068",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/privilege_escalation_potential_wildcard_shell_spawn.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-potential-wildcard-shell-spawn.md)
Potential Sudo Hijacking,"T1548, T1548.003, T1574",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/privilege_escalation_sudo_hijacking.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-sudo-hijacking.md)
Potential Sudo Privilege Escalation via CVE-2019-14287,T1068,EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/privilege_escalation_sudo_cve_2019_14287.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-sudo-cve-2019-14287.md)
Potential Sudo Token Manipulation via Process Injection,"T1055, T1055.008, T1548, T1548.003",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/privilege_escalation_sudo_token_via_process_injection.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-sudo-token-via-process-injection.md)
Potential Suspicious DebugFS Root Device Access,"T1078, T1078.003",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/privilege_escalation_sda_disk_mount_non_root.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-sda-disk-mount-non-root.md)
Potential Suspicious File Edit,"T1037, T1037.004, T1543, T1543.002, T1548, T1548.003, T1574, T1574.006",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_suspicious_file_opened_through_editor.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/persistence-suspicious-file-opened-through-editor.md)
Potential Unauthorized Access via Wildcard Injection Detected,"T1003, T1003.008, T1068",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/privilege_escalation_chown_chmod_unauthorized_file_read.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-chown-chmod-unauthorized-file-read.md)
PowerShell Script with Token Impersonation Capabilities,"T1059, T1059.001, T1106, T1134, T1134.001",Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/privilege_escalation_posh_token_impersonation.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-posh-token-impersonation.md)
Privilege Escalation via CAP_CHOWN/CAP_FOWNER Capabilities,T1068,EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/privilege_escalation_suspicious_chown_fowner_elevation.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-suspicious-chown-fowner-elevation.md)
Privilege Escalation via CAP_SETUID/SETGID Capabilities,"T1068, T1548, T1548.001",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/privilege_escalation_suspicious_uid_guid_elevation.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-suspicious-uid-guid-elevation.md)
Privilege Escalation via GDB CAP_SYS_PTRACE,"T1055, T1055.008, T1068",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/privilege_escalation_gdb_sys_ptrace_elevation.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-gdb-sys-ptrace-elevation.md)
Privilege Escalation via Named Pipe Impersonation,T1134,EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/privilege_escalation_named_pipe_impersonation.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-named-pipe-impersonation.md)
Privilege Escalation via Rogue Named Pipe Impersonation,T1134,EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/privilege_escalation_via_rogue_named_pipe.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-via-rogue-named-pipe.md)
Privilege Escalation via Root Crontab File Modification,"T1053, T1053.003",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/macos/privilege_escalation_root_crontab_filemod.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-root-crontab-filemod.md)
Privilege Escalation via SUID/SGID,"T1068, T1548, T1548.001",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/privilege_escalation_potential_suid_sgid_exploitation.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-potential-suid-sgid-exploitation.md)
Privilege Escalation via Windir Environment Variable,"T1574, T1574.007",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/privilege_escalation_rogue_windir_environment_var.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-rogue-windir-environment-var.md)
Privileged Container Creation with Host Directory Mount,"T1059, T1059.004, T1609, T1611",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/cross-platform/execution_privileged_container_creation_with_host_reference.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-privileged-container-creation-with-host-reference.md)
Privileged Docker Container Creation,"T1059, T1059.004, T1609, T1611",New Terms,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/execution_potentially_overly_permissive_container_creation.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-potentially-overly-permissive-container-creation.md)
Privileges Elevation via Parent Process PID Spoofing,"T1134, T1134.002, T1134.004",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/privilege_escalation_via_ppid_spoofing.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-via-ppid-spoofing.md)
Process Capability Set via setcap Utility,,EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_process_capability_set_via_setcap.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/persistence-process-capability-set-via-setcap.md)
Process Created with a Duplicated Token,"T1134, T1134.001, T1134.002",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/privilege_escalation_create_process_with_token_unpriv.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-create-process-with-token-unpriv.md)
Process Created with an Elevated Token,"T1134, T1134.002",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/privilege_escalation_via_token_theft.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-via-token-theft.md)
Process Creation via Secondary Logon,"T1134, T1134.002, T1134.003",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/privilege_escalation_create_process_as_different_user.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-create-process-as-different-user.md)
Process Injection - Detected - Elastic Endgame,T1055,Custom Query,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/promotions/privilege_escalation_endgame_process_injection_detected.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-endgame-process-injection-detected.md)
Process Injection - Prevented - Elastic Endgame,T1055,Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/promotions/privilege_escalation_endgame_process_injection_prevented.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-endgame-process-injection-prevented.md)
Process Injection by the Microsoft Build Engine,"T1055, T1127, T1127.001",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/defense_evasion_injection_msbuild.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/defense-evasion-injection-msbuild.md)
Rare AWS Error Code,"T1526, T1580",Machine Learning,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/ml_cloudtrail_rare_error_code.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/ml-cloudtrail-rare-error-code.md)
Rare Azure Activity Logs Event Failures,"T1526, T1580",Machine Learning,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/azure/ml_azure_rare_event_failures.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/ml-azure-rare-event-failures.md)
Rare GCP Audit Failure Event Code,"T1526, T1580",Machine Learning,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/gcp/ml_gcp_rare_error_code.toml),
Registry Persistence via AppCert DLL,"T1546, T1546.009",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/persistence_appcertdlls_registry.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/persistence-appcertdlls-registry.md)
Remote Computer Account DnsHostName Update,"T1068, T1078, T1078.002",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/privilege_escalation_suspicious_dnshostname_update.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-suspicious-dnshostname-update.md)
Root Network Connection via GDB CAP_SYS_PTRACE,"T1055, T1055.008, T1059, T1059.004, T1068, T1071",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/privilege_escalation_gdb_sys_ptrace_netcon.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-gdb-sys-ptrace-netcon.md)
Scheduled Task Execution at Scale via GPO,"T1053, T1053.005, T1484, T1484.001, T1570",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/privilege_escalation_group_policy_scheduled_task.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-group-policy-scheduled-task.md)
SeDebugPrivilege Enabled by a Suspicious Process,T1134,EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/privilege_escalation_tokenmanip_sedebugpriv_enabled.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-tokenmanip-sedebugpriv-enabled.md)
Service Control Spawned via Script Interpreter,"T1047, T1059, T1059.001, T1059.003, T1059.005, T1218, T1218.010, T1218.011, T1543, T1543.003",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/privilege_escalation_service_control_spawned_script_int.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-service-control-spawned-script-int.md)
Service Creation via Local Kerberos Authentication,"T1543, T1543.003, T1558",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/privilege_escalation_krbrelayup_service_creation.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-krbrelayup-service-creation.md)
Service Path Modification,"T1112, T1543, T1543.003",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules_building_block/defense_evasion_service_path_registry.toml),
Service Path Modification via sc.exe,"T1112, T1543, T1543.003",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules_building_block/defense_evasion_services_exe_path.toml),
Setcap setuid/setgid Capability Set,"T1548, T1548.001",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_setuid_setgid_capability_set.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/persistence-setuid-setgid-capability-set.md)
Shadow File Modification by Unusual Process,T1098,EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_shadow_file_modification.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/persistence-shadow-file-modification.md)
Spike in AWS Error Messages,"T1526, T1580",Machine Learning,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/ml_cloudtrail_error_message_spike.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/ml-cloudtrail-error-message-spike.md)
Spike in Azure Activity Logs Failed Messages,"T1526, T1580",Machine Learning,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/azure/ml_azure_event_failures.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/ml-azure-event-failures.md)
Spike in GCP Audit Failed Messages,"T1526, T1580",Machine Learning,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/gcp/ml_gcp_error_message_spike.toml),
Spike in Group Application Assignment Change Events,"T1068, T1078, T1098",Machine Learning,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/pad/privileged_access_ml_okta_spike_in_group_application_assignment_changes.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privileged-access-ml-okta-spike-in-group-application-assignment-changes.md)
Spike in Group Lifecycle Change Events,"T1068, T1078",Machine Learning,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/pad/privileged_access_ml_okta_spike_in_group_lifecycle_changes.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privileged-access-ml-okta-spike-in-group-lifecycle-changes.md)
Spike in Group Management Events,"T1078, T1098",Machine Learning,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/pad/privileged_access_ml_windows_high_count_group_management_events.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privileged-access-ml-windows-high-count-group-management-events.md)
Spike in Group Membership Events,"T1068, T1078",Machine Learning,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/pad/privileged_access_ml_okta_spike_in_group_membership_changes.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privileged-access-ml-okta-spike-in-group-membership-changes.md)
Spike in Group Privilege Change Events,"T1068, T1078, T1098",Machine Learning,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/pad/privileged_access_ml_okta_spike_in_group_privilege_changes.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privileged-access-ml-okta-spike-in-group-privilege-changes.md)
Spike in host-based traffic,"T1041, T1068, T1204, T1498, T1499",Machine Learning,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/ml/ml_high_count_events_for_a_host_name.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/ml-high-count-events-for-a-host-name.md)
Spike in Privileged Command Execution by a User,T1078,Machine Learning,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/pad/privileged_access_ml_linux_high_count_privileged_process_events_by_user.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privileged-access-ml-linux-high-count-privileged-process-events-by-user.md)
Spike in Special Logon Events,"T1068, T1078",Machine Learning,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/pad/privileged_access_ml_windows_high_count_special_logon_events.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privileged-access-ml-windows-high-count-special-logon-events.md)
Spike in Special Privilege Use Events,"T1068, T1078",Machine Learning,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/pad/privileged_access_ml_windows_high_count_special_privilege_use_events.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privileged-access-ml-windows-high-count-special-privilege-use-events.md)
Spike in User Account Management Events,"T1068, T1078",Machine Learning,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/pad/privileged_access_ml_windows_high_count_user_account_management_events.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privileged-access-ml-windows-high-count-user-account-management-events.md)
Spike in User Lifecycle Management Change Events,"T1078, T1098",Machine Learning,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/pad/privileged_access_ml_okta_spike_in_user_lifecycle_management_changes.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privileged-access-ml-okta-spike-in-user-lifecycle-management-changes.md)
Startup/Logon Script added to Group Policy Object,"T1484, T1484.001, T1547",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/privilege_escalation_group_policy_iniscript.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-group-policy-iniscript.md)
Sudoers File Activity,"T1548, T1548.003",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/cross-platform/privilege_escalation_sudoers_file_mod.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-sudoers-file-mod.md)
SUID/SGID Bit Set,"T1548, T1548.001",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/cross-platform/privilege_escalation_setuid_setgid_bit_set_via_chmod.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-setuid-setgid-bit-set-via-chmod.md)
SUID/SGUID Enumeration Detected,"T1083, T1548, T1548.001",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/discovery_suid_sguid_enumeration.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/discovery-suid-sguid-enumeration.md)
