Name,Technique,Rule Type,Severity,Source,Guide
New USB Storage Device Mounted,"T1052, T1052.001, T1091",New Terms,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/cross-platform/initial_access_exfiltration_new_usb_device_mounted.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-exfiltration-new-usb-device-mounted.md)
Okta Admin Console Login Failure,"T1078, T1110",Custom Query,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules_building_block/initial_access_okta_admin_console_login_failure.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-okta-admin-console-login-failure.md)
Okta Alerts Following Unusual Proxy Authentication,"T1078, T1078.004",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/okta/initial_access_okta_suspicious_activity_after_proxy_authentication.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-okta-suspicious-activity-after-proxy-authentication.md)
Okta FastPass Phishing Detection,T1566,Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/okta/initial_access_okta_fastpass_phishing.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-okta-fastpass-phishing.md)
Okta Sign-In Events via Third-Party IdP,T1199,New Terms,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/okta/initial_access_sign_in_events_via_third_party_idp.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-sign-in-events-via-third-party-idp.md)
Okta Successful Login After Credential Attack,"T1078, T1078.004, T1110, T1110.001, T1110.003, T1110.004",ES|QL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/okta/credential_access_okta_successful_login_after_credential_attack.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/credential-access-okta-successful-login-after-credential-attack.md)
Okta User Sessions Started from Different Geolocations,"T1078, T1078.004",ES|QL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/okta/initial_access_okta_user_sessions_started_from_different_geolocations.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-okta-user-sessions-started-from-different-geolocations.md)
Ollama API Accessed from External Network,T1190,EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/cross-platform/initial_access_ollama_api_external_access.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-ollama-api-external-access.md)
Ollama DNS Query to Untrusted Domain,"T1105, T1195, T1195.002",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules_building_block/command_and_control_ollama_model_download_untrusted_source.toml),
Potential Buffer Overflow Attack Detected,"T1068, T1190",Threshold,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/privilege_escalation_potential_bufferoverflow_attack.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-potential-bufferoverflow-attack.md)
Potential CVE-2025-33053 Exploitation,"T1218, T1566, T1566.001, T1566.002",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/initial_access_url_cve_2025_33053.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-url-cve-2025-33053.md)
Potential Execution via FileFix Phishing Attack,"T1059, T1059.001, T1059.003, T1218, T1218.005, T1566, T1566.001",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/execution_windows_phish_clickfix.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-windows-phish-clickfix.md)
Potential Fake CAPTCHA Phishing Attack,"T1059, T1059.001, T1059.003, T1218, T1218.005, T1566, T1566.001",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/execution_windows_fakecaptcha_cmd_ps.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-windows-fakecaptcha-cmd-ps.md)
Potential Foxmail Exploitation,"T1189, T1203",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/execution_initial_access_foxmail_exploit.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-initial-access-foxmail-exploit.md)
Potential Masquerading as Business App Installer,"T1036, T1036.001, T1036.005, T1189, T1204, T1204.002",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/defense_evasion_masquerading_business_apps_installer.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/defense-evasion-masquerading-business-apps-installer.md)
Potential Process Injection from Malicious Document,"T1055, T1566, T1566.001",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules_building_block/defense_evasion_injection_from_msoffice.toml),
Potential Remote File Execution via MSIEXEC,"T1218, T1218.007, T1566, T1566.002",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/initial_access_execution_remote_via_msiexec.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-execution-remote-via-msiexec.md)
Potential Telnet Authentication Bypass (CVE-2026-24061),"T1190, T1210",EQL,Critical,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/initial_access_telnet_auth_bypass_via_user_envar.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-telnet-auth-bypass-via-user-envar.md)
Potential Toolshell Initial Exploit (CVE-2025-53770 & CVE-2025-53771),T1190,Custom Query,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules_building_block/initial_access_potential_toolshell_exploit_attempt.toml),
Potential VIEWSTATE RCE Attempt on SharePoint/IIS,T1190,Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules_building_block/initial_access_potential_rce_via_toolshell.toml),
Potential Webshell Deployed via Apache Struts CVE-2023-50164 Exploitation,"T1190, T1505, T1505.003",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/initial_access_apache_struts_cve_2023_50164_exploitation_to_webshell.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-apache-struts-cve-2023-50164-exploitation-to-webshell.md)
Rare User Logon,"T1078, T1078.002, T1078.003",Machine Learning,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/ml/initial_access_ml_auth_rare_user_logon.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-ml-auth-rare-user-logon.md)
RDP (Remote Desktop Protocol) from the Internet,"T1021, T1190",Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/network/command_and_control_rdp_remote_desktop_protocol_from_the_internet.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/command-and-control-rdp-remote-desktop-protocol-from-the-internet.md)
React2Shell (CVE-2025-55182) Exploitation Attempt,"T1059, T1059.007, T1190",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/network/initial_access_react_server_components_rce_attempt.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-react-server-components-rce-attempt.md)
React2Shell Network Security Alert,"T1059, T1059.007, T1190",Custom Query,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/network/initial_access_react_server_rce_network_alerts.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-react-server-rce-network-alerts.md)
Remote Desktop File Opened from Suspicious Path,"T1566, T1566.001",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/initial_access_rdp_file_mail_attachment.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-rdp-file-mail-attachment.md)
Remote GitHub Actions Runner Registration,"T1059, T1195, T1195.002",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/cross-platform/execution_register_github_actions_runner.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-register-github-actions-runner.md)
Remote XSL Script Execution via COM,"T1220, T1566, T1566.002",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/initial_access_xsl_script_execution_via_com.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-xsl-script-execution-via-com.md)
RPC (Remote Procedure Call) from the Internet,T1190,Custom Query,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/network/initial_access_rpc_remote_procedure_call_from_the_internet.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-rpc-remote-procedure-call-from-the-internet.md)
RPC (Remote Procedure Call) to the Internet,T1190,Custom Query,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/network/initial_access_rpc_remote_procedure_call_to_the_internet.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-rpc-remote-procedure-call-to-the-internet.md)
RPM Package Installed by Unusual Parent Process,"T1195, T1195.002, T1543, T1546, T1546.016, T1574",New Terms,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_rpm_package_installation_from_unusual_parent.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/persistence-rpm-package-installation-from-unusual-parent.md)
ScreenConnect Server Spawning Suspicious Processes,"T1059, T1059.001, T1059.003, T1190",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/initial_access_webshell_screenconnect_server.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-webshell-screenconnect-server.md)
SMB (Windows File Sharing) Activity to the Internet,"T1048, T1190",New Terms,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/network/initial_access_smb_windows_file_sharing_activity_to_the_internet.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-smb-windows-file-sharing-activity-to-the-internet.md)
SolarWinds Process Disabling Services via Registry,"T1112, T1195, T1195.002, T1562, T1562.001",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/defense_evasion_solarwinds_backdoor_service_disabled_via_registry.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/defense-evasion-solarwinds-backdoor-service-disabled-via-registry.md)
Successful Application SSO from Rare Unknown Client Device,T1078,New Terms,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/okta/initial_access_successful_application_sso_from_unknown_client_device.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-successful-application-sso-from-unknown-client-device.md)
Successful SSH Authentication from Unusual IP Address,T1078,New Terms,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/initial_access_successful_ssh_authentication_by_unusual_ip.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-successful-ssh-authentication-by-unusual-ip.md)
Successful SSH Authentication from Unusual SSH Public Key,T1078,New Terms,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/initial_access_first_time_public_key_authentication.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-first-time-public-key-authentication.md)
Successful SSH Authentication from Unusual User,T1078,New Terms,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/initial_access_successful_ssh_authentication_by_unusual_user.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-successful-ssh-authentication-by-unusual-user.md)
SUNBURST Command and Control Activity,"T1071, T1071.001, T1195, T1195.002",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/command_and_control_sunburst_c2_activity_detected.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/command-and-control-sunburst-c2-activity-detected.md)
Suspicious Activity Reported by Okta User,T1078,Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/okta/initial_access_suspicious_activity_reported_by_okta_user.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-suspicious-activity-reported-by-okta-user.md)
Suspicious Browser Child Process,"T1189, T1203",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/macos/execution_initial_access_suspicious_browser_childproc.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-initial-access-suspicious-browser-childproc.md)
Suspicious Child Execution via Web Server,"T1190, T1505, T1505.003",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_linux_shell_activity_via_web_server.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/persistence-linux-shell-activity-via-web-server.md)
Suspicious Execution from INET Cache,"T1105, T1566, T1566.001",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/initial_access_execution_from_inetcache.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-execution-from-inetcache.md)
Suspicious Execution via Microsoft Office Add-Ins,"T1137, T1137.006, T1566, T1566.001",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/initial_access_execution_via_office_addins.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-execution-via-office-addins.md)
Suspicious Explorer Child Process,"T1059, T1059.001, T1059.003, T1059.005, T1218, T1566, T1566.001, T1566.002",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/initial_access_via_explorer_suspicious_child_parent_args.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-via-explorer-suspicious-child-parent-args.md)
Suspicious HTML File Creation,"T1027, T1027.006, T1566, T1566.001, T1566.002",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/initial_access_evasion_suspicious_htm_file_creation.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-evasion-suspicious-htm-file-creation.md)
Suspicious JetBrains TeamCity Child Process,"T1059, T1059.001, T1059.003, T1190",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/initial_access_exploit_jetbrains_teamcity.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-exploit-jetbrains-teamcity.md)
Suspicious macOS MS Office Child Process,"T1566, T1566.001",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/macos/initial_access_suspicious_mac_ms_office_child_process.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-suspicious-mac-ms-office-child-process.md)
Suspicious MS Office Child Process,"T1059, T1059.001, T1059.003, T1218, T1566, T1566.001",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/initial_access_suspicious_ms_office_child_process.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-suspicious-ms-office-child-process.md)
Suspicious MS Outlook Child Process,"T1059, T1059.001, T1059.003, T1218, T1566, T1566.001",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/initial_access_suspicious_ms_outlook_child_process.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-suspicious-ms-outlook-child-process.md)
Suspicious PDF Reader Child Process,"T1203, T1566, T1566.001",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/execution_suspicious_pdf_reader.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-suspicious-pdf-reader.md)
Suspicious React Server Child Process,T1190,EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/cross-platform/initial_access_execution_susp_react_serv_child.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-execution-susp-react-serv-child.md)
Suspicious SolarWinds Child Process,"T1106, T1195, T1195.002",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/execution_apt_solarwinds_backdoor_unusual_child_processes.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-apt-solarwinds-backdoor-unusual-child-processes.md)
Suspicious SolarWinds Web Help Desk Java Module Load or Child Process,T1190,EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/initial_access_potential_webhelpdesk_exploit.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-potential-webhelpdesk-exploit.md)
Tampering with RUNNER_TRACKING_ID in GitHub Actions Runners,"T1059, T1195, T1195.001, T1562, T1562.001",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/cross-platform/execution_via_github_runner_with_runner_tracking_id_tampering_via_env_vars.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-via-github-runner-with-runner-tracking-id-tampering-via-env-vars.md)
Telnet Authentication Bypass via User Environment Variable,"T1190, T1210",EQL,Critical,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/initial_access_telnet_auth_bypass_envar_auditd.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-telnet-auth-bypass-envar-auditd.md)
Unauthorized Access to an Okta Application,T1078,Custom Query,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/okta/initial_access_okta_user_attempted_unauthorized_access.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-okta-user-attempted-unauthorized-access.md)
Unusual AWS Command for a User,"T1021, T1021.007, T1041, T1078, T1078.004",Machine Learning,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/ml_cloudtrail_rare_method_by_user.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/ml-cloudtrail-rare-method-by-user.md)
Unusual Azure Activity Logs Event for a User,"T1021, T1021.007, T1041, T1078, T1078.004",Machine Learning,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/azure/ml_azure_rare_method_by_user.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/ml-azure-rare-method-by-user.md)
Unusual City For a GCP Event,"T1078, T1078.004",Machine Learning,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/gcp/ml_gcp_rare_method_by_city.toml),
Unusual City For an AWS Command,"T1078, T1078.004",Machine Learning,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/ml_cloudtrail_rare_method_by_city.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/ml-cloudtrail-rare-method-by-city.md)
Unusual City for an Azure Activity Logs Event,"T1078, T1078.004",Machine Learning,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/azure/ml_azure_rare_method_by_city.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/ml-azure-rare-method-by-city.md)
Unusual Country For a GCP Event,"T1078, T1078.004",Machine Learning,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/gcp/ml_gcp_rare_method_by_country.toml),
Unusual Country For an AWS Command,"T1078, T1078.004",Machine Learning,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/ml_cloudtrail_rare_method_by_country.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/ml-cloudtrail-rare-method-by-country.md)
Unusual Country for an Azure Activity Logs Event,"T1078, T1078.004",Machine Learning,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/azure/ml_azure_rare_method_by_country.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/ml-azure-rare-method-by-country.md)
Unusual DPKG Execution,"T1195, T1195.002, T1543, T1546, T1546.016, T1574",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_dpkg_unusual_execution.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/persistence-dpkg-unusual-execution.md)
Unusual Execution via Microsoft Common Console File,"T1204, T1204.002, T1566, T1566.001, T1566.002",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/execution_initial_access_via_msc_file.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-initial-access-via-msc-file.md)
Unusual GCP Event for a User,"T1021, T1021.007, T1041, T1078, T1078.004",Machine Learning,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/gcp/ml_gcp_rare_method_by_user.toml),
Unusual Hour for a User to Logon,T1078,Machine Learning,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/ml/initial_access_ml_auth_rare_hour_for_a_user_to_logon.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-ml-auth-rare-hour-for-a-user-to-logon.md)
Unusual Linux Username,T1078,Machine Learning,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/ml/initial_access_ml_linux_anomalous_user_name.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-ml-linux-anomalous-user-name.md)
Unusual Network Destination Domain Name,"T1041, T1071, T1071.001, T1566, T1566.001, T1566.002",Machine Learning,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/ml/ml_packetbeat_rare_server_domain.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/ml-packetbeat-rare-server-domain.md)
Unusual Source IP for a User to Logon from,T1078,Machine Learning,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/ml/initial_access_ml_auth_rare_source_ip_for_a_user.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-ml-auth-rare-source-ip-for-a-user.md)
Unusual Windows Remote User,T1078,Machine Learning,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/ml/initial_access_ml_windows_rare_user_type10_remote_login.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-ml-windows-rare-user-type10-remote-login.md)
Unusual Windows Username,"T1078, T1078.002, T1078.003",Machine Learning,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/ml/initial_access_ml_windows_anomalous_user_name.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-ml-windows-anomalous-user-name.md)
VNC (Virtual Network Computing) from the Internet,"T1190, T1219",Custom Query,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/network/command_and_control_vnc_virtual_network_computing_from_the_internet.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/command-and-control-vnc-virtual-network-computing-from-the-internet.md)
Web Shell Detection: Script Process Child of Common Web Processes,"T1047, T1059, T1059.001, T1059.003, T1059.005, T1190, T1505, T1505.003",New Terms,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/persistence_webshell_detection.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/persistence-webshell-detection.md)
Windows Script Executing PowerShell,"T1059, T1059.001, T1059.005, T1566, T1566.001",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/initial_access_script_executing_powershell.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-script-executing-powershell.md)
Windows Script Interpreter Executing Process via WMI,"T1047, T1059, T1059.005, T1566, T1566.001",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/initial_access_scripts_process_started_via_wmi.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-scripts-process-started-via-wmi.md)
Windows Server Update Service Spawning Suspicious Processes,"T1059, T1059.001, T1059.003, T1190",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/initial_access_suspicious_windows_server_update_svc.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-suspicious-windows-server-update-svc.md)
WPS Office Exploitation via DLL Hijack,"T1189, T1203",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/execution_initial_access_wps_dll_exploit.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-initial-access-wps-dll-exploit.md)
Zoom Meeting with no Passcode,T1190,Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/cross-platform/initial_access_zoom_meeting_with_no_passcode.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-zoom-meeting-with-no-passcode.md)
