Name,Technique,Rule Type,Severity,Source,Guide
GitHub UEBA - Multiple Alerts from a GitHub Account,,Threshold,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/github/execution_github_ueba_multiple_behavior_alerts_from_account.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-github-ueba-multiple-behavior-alerts-from-account.md)
Google Calendar C2 via Script Interpreter,"T1059, T1059.006, T1059.007, T1102, T1102.002",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/macos/command_and_control_google_calendar_c2_via_script.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/command-and-control-google-calendar-c2-via-script.md)
High Number of Cloned GitHub Repos From PAT,T1648,Threshold,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/github/execution_github_high_number_of_cloned_repos_from_pat.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-github-high-number-of-cloned-repos-from-pat.md)
Incoming Execution via PowerShell Remoting,"T1021, T1021.006, T1059, T1059.001",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/lateral_movement_powershell_remoting_target.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/lateral-movement-powershell-remoting-target.md)
Initramfs Unpacking via unmkinitramfs,"T1059, T1059.004, T1542, T1543, T1574",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_unpack_initramfs_via_unmkinitramfs.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/persistence-unpack-initramfs-via-unmkinitramfs.md)
Interactive Exec Into Container Detected via Defend for Containers,"T1059, T1059.004, T1609",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/cloud_defend/execution_interactive_exec_to_container.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-interactive-exec-to-container.md)
Interactive Shell Launched via Unusual Parent Process in a Container,"T1059, T1059.004",New Terms,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/execution_unusual_interactive_process_inside_container.toml),
Interactive Shell Spawn Detected via Defend for Containers,"T1059, T1059.004",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/cloud_defend/execution_interactive_shell_spawned_from_inside_a_container.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-interactive-shell-spawned-from-inside-a-container.md)
Interactive Terminal Spawned via Perl,T1059,EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/execution_perl_tty_shell.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-perl-tty-shell.md)
Interactive Terminal Spawned via Python,"T1059, T1059.006",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/execution_python_tty_shell.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-python-tty-shell.md)
Kill Command Execution,"T1059, T1059.004, T1562, T1562.006, T1564, T1564.001",New Terms,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/defense_evasion_kill_command_executed.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/defense-evasion-kill-command-executed.md)
Kubectl Apply Pod from URL,"T1609, T1610",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/execution_kubectl_apply_pod_from_url.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-kubectl-apply-pod-from-url.md)
Kubernetes Anonymous User Create/Update/Patch Pods Request,,EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/kubernetes/execution_anonymous_create_update_patch_pod_request.toml),
Kubernetes Container Created with Excessive Linux Capabilities,"T1610, T1611",Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/kubernetes/privilege_escalation_container_created_with_excessive_linux_capabilities.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-container-created-with-excessive-linux-capabilities.md)
Kubernetes Direct API Request via Curl or Wget,"T1059, T1059.004, T1613",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/execution_kubernetes_direct_api_request_via_curl_or_wget.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-kubernetes-direct-api-request-via-curl-or-wget.md)
Kubernetes Forbidden Creation Request,,EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/kubernetes/execution_forbidden_creation_request.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-forbidden-creation-request.md)
Kubernetes Forbidden Request from Unusual User Agent,,New Terms,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/kubernetes/execution_forbidden_request_from_unsual_user_agent.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-forbidden-request-from-unsual-user-agent.md)
Kubernetes Pod Created with a Sensitive hostPath Volume,"T1610, T1611",Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/kubernetes/privilege_escalation_pod_created_with_sensitive_hostpath_volume.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-pod-created-with-sensitive-hostpath-volume.md)
Kubernetes Pod Created With HostIPC,"T1610, T1611",Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/kubernetes/privilege_escalation_pod_created_with_hostipc.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-pod-created-with-hostipc.md)
Kubernetes Pod Created With HostNetwork,"T1610, T1611",Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/kubernetes/privilege_escalation_pod_created_with_hostnetwork.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-pod-created-with-hostnetwork.md)
Kubernetes Pod Created With HostPID,"T1610, T1611",Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/kubernetes/privilege_escalation_pod_created_with_hostpid.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-pod-created-with-hostpid.md)
Kubernetes Privileged Pod Created,"T1610, T1611",Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/kubernetes/privilege_escalation_privileged_pod_created.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-privileged-pod-created.md)
Kubernetes Unusual Decision by User Agent,,New Terms,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/kubernetes/execution_unusual_request_response_by_user_agent.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-unusual-request-response-by-user-agent.md)
Kubernetes User Exec into Pod,T1609,EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/kubernetes/execution_user_exec_to_pod.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-user-exec-to-pod.md)
Linux Restricted Shell Breakout via Linux Binary(s),"T1059, T1059.004",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/execution_shell_evasion_linux_binary.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-shell-evasion-linux-binary.md)
LSASS Process Access via Windows API,"T1003, T1003.001, T1106",ES|QL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/credential_access_lsass_openprocess_api.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/credential-access-lsass-openprocess-api.md)
M365 AIR Investigation Signal,"T1204, T1566",Custom Query,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules_building_block/initial_access_microsoft_air_investigation_signal.toml),
M365 Defender Alerts Signal,,Custom Query,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules_building_block/initial_access_microsoft_defender_alerts_signal.toml),
M365 Threat Intelligence Signal,"T1204, T1566",Custom Query,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules_building_block/initial_access_microsoft_defender_threat_intelligence_signal.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-microsoft-defender-threat-intelligence-signal.md)
Malicious File - Detected - Elastic Defend,"T1204, T1204.002",Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/endpoint/execution_elastic_malicious_file_detected.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-elastic-malicious-file-detected.md)
Malicious File - Prevented - Elastic Defend,"T1204, T1204.002",Custom Query,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/endpoint/execution_elastic_malicious_file_prevented.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-elastic-malicious-file-prevented.md)
Manual Dracut Execution,"T1059, T1059.004, T1542",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_manual_dracut_execution.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/persistence-manual-dracut-execution.md)
Memory Swap Modification,"T1059, T1059.004, T1496",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/impact_memory_swap_modification.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/impact-memory-swap-modification.md)
Microsoft Build Engine Started by a Script Process,"T1059, T1059.001, T1059.003, T1059.005, T1127, T1127.001",New Terms,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/defense_evasion_execution_msbuild_started_by_script.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/defense-evasion-execution-msbuild-started-by-script.md)
Microsoft Build Engine Started by a System Process,"T1127, T1127.001",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/defense_evasion_execution_msbuild_started_by_system_process.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/defense-evasion-execution-msbuild-started-by-system-process.md)
Microsoft Build Engine Started by an Office Application,"T1127, T1127.001",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/defense_evasion_execution_msbuild_started_by_office_app.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/defense-evasion-execution-msbuild-started-by-office-app.md)
Microsoft Exchange Worker Spawning Suspicious Processes,"T1059, T1059.001, T1059.003, T1190",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/initial_access_suspicious_ms_exchange_worker_child_process.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-suspicious-ms-exchange-worker-child-process.md)
Microsoft Management Console File from Unusual Path,"T1059, T1059.005, T1059.007, T1218, T1218.014",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/execution_via_mmc_console_file_unusual_path.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-via-mmc-console-file-unusual-path.md)
Modification of Persistence Relevant Files Detected via Defend for Containers,"T1037, T1053, T1053.003, T1543, T1546, T1546.004, T1548, T1548.003",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/cloud_defend/persistence_modification_of_persistence_relevant_files.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/persistence-modification-of-persistence-relevant-files.md)
Mofcomp Activity,"T1047, T1546, T1546.003",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/execution_mofcomp.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-mofcomp.md)
MS Office Macro Security Registry Modifications,"T1112, T1204, T1204.002",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/defense_evasion_ms_office_suspicious_regmod.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/defense-evasion-ms-office-suspicious-regmod.md)
Multi-Base64 Decoding Attempt from Suspicious Location,"T1027, T1059, T1059.004, T1140, T1204, T1204.002",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/defense_evasion_multi_base64_decoding_attempt.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/defense-evasion-multi-base64-decoding-attempt.md)
Netcat File Transfer or Listener Detected via Defend for Containers,"T1059, T1059.004",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/cloud_defend/execution_netcat_listener_established_inside_a_container.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-netcat-listener-established-inside-a-container.md)
Netcat Listener Established via rlwrap,"T1059, T1059.004",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/execution_nc_listener_via_rlwrap.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-nc-listener-via-rlwrap.md)
Network Connection by Cups or Foomatic-rip Child,T1203,EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/command_and_control_cupsd_foomatic_rip_netcon.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/command-and-control-cupsd-foomatic-rip-netcon.md)
Network Connection from Binary with RWX Memory Region,"T1059, T1059.004, T1071",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/execution_netcon_from_rwx_mem_region_binary.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-netcon-from-rwx-mem-region-binary.md)
Network Connection via Compiled HTML File,"T1204, T1204.002, T1218, T1218.001",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/execution_html_help_executable_program_connecting_to_the_internet.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-html-help-executable-program-connecting-to-the-internet.md)
Network Connection via Recently Compiled Executable,"T1059, T1059.004, T1071",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/execution_network_event_post_compilation.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-network-event-post-compilation.md)
Network Connection via Registration Utility,"T1218, T1218.009, T1218.010",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/execution_register_server_program_connecting_to_the_internet.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-register-server-program-connecting-to-the-internet.md)
NetworkManager Dispatcher Script Creation,"T1059, T1059.004, T1543, T1574",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_network_manager_dispatcher_persistence.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/persistence-network-manager-dispatcher-persistence.md)
New ActiveSyncAllowedDeviceID Added via PowerShell,"T1059, T1059.001, T1098, T1098.002",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/persistence_powershell_exch_mailbox_activesync_add_device.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/persistence-powershell-exch-mailbox-activesync-add-device.md)
New GitHub App Installed,T1072,EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/github/execution_new_github_app_installed.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-new-github-app-installed.md)
Node.js Pre or Post-Install Script Execution,"T1059, T1059.004, T1204, T1204.005, T1543, T1574",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/cross-platform/execution_nodejs_pre_or_post_install_script_execution.toml),
Openssl Client or Server Activity,"T1059, T1059.004, T1071",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/execution_shell_openssl_client_or_server.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-shell-openssl-client-or-server.md)
Outbound Scheduled Task Activity via PowerShell,"T1053, T1053.005, T1059, T1059.001",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/execution_scheduled_task_powershell_source.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-scheduled-task-powershell-source.md)
Payload Execution via Shell Pipe Detected by Defend for Containers,"T1059, T1059.004, T1071",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/cloud_defend/execution_payload_downloaded_and_piped_to_shell.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-payload-downloaded-and-piped-to-shell.md)
Perl Outbound Network Connection,"T1059, T1071, T1071.001",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/macos/command_and_control_perl_outbound_network_connection.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/command-and-control-perl-outbound-network-connection.md)
Persistence via Folder Action Script,"T1037, T1059",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/macos/persistence_folder_action_scripts_runtime.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/persistence-folder-action-scripts-runtime.md)
Persistence via Hidden Run Key Detected,"T1106, T1112, T1547, T1547.001",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/persistence_via_hidden_run_key_valuename.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/persistence-via-hidden-run-key-valuename.md)
Persistence via WMI Event Subscription,"T1047, T1546, T1546.003",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/persistence_via_windows_management_instrumentation_event_subscription.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/persistence-via-windows-management-instrumentation-event-subscription.md)
Persistence via WMI Standard Registry Provider,"T1047, T1543, T1543.003, T1547, T1547.001",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/persistence_via_wmi_stdregprov_run_services.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/persistence-via-wmi-stdregprov-run-services.md)
Pod or Container Creation with Suspicious Command-Line,"T1053, T1053.002, T1053.003, T1059, T1059.004, T1609, T1611",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/execution_suspicious_pod_or_container_creation_command_execution.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-suspicious-pod-or-container-creation-command-execution.md)
Potential Antimalware Scan Interface Bypass via PowerShell,"T1059, T1059.001, T1562, T1562.001",Custom Query,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/defense_evasion_amsi_bypass_powershell.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/defense-evasion-amsi-bypass-powershell.md)
Potential Code Execution via Postgresql,"T1059, T1059.004",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/execution_remote_code_execution_via_postgresql.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-remote-code-execution-via-postgresql.md)
Potential Command and Control via Internet Explorer,"T1071, T1559, T1559.001",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/command_and_control_iexplore_via_com.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/command-and-control-iexplore-via-com.md)
Potential Command Shell via NetCat,"T1059, T1059.001, T1059.003",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/execution_revshell_cmd_via_netcat.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-revshell-cmd-via-netcat.md)
Potential Credential Access via LSASS Memory Dump,"T1003, T1003.001, T1106",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/credential_access_suspicious_lsass_access_memdump.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/credential-access-suspicious-lsass-access-memdump.md)
Potential Direct Kubelet Access via Process Arguments Detected via Defend for Containers,"T1059, T1059.004, T1613",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/cloud_defend/execution_potential_direct_kubelet_access_via_process_args.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-potential-direct-kubelet-access-via-process-args.md)
Potential Dynamic IEX Reconstruction via Environment Variables,"T1027, T1059, T1059.001, T1140",ES|QL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/defense_evasion_posh_obfuscation_iex_env_vars_reconstruction.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/defense-evasion-posh-obfuscation-iex-env-vars-reconstruction.md)
Potential Etherhiding C2 via Blockchain Connection,"T1059, T1059.004, T1059.006, T1059.007, T1102, T1102.002",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/macos/command_and_control_potential_etherhiding_c2.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/command-and-control-potential-etherhiding-c2.md)
Potential Execution via FileFix Phishing Attack,"T1059, T1059.001, T1059.003, T1218, T1218.005, T1566, T1566.001",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/execution_windows_phish_clickfix.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-windows-phish-clickfix.md)
Potential Fake CAPTCHA Phishing Attack,"T1059, T1059.001, T1059.003, T1218, T1218.005, T1566, T1566.001",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/execution_windows_fakecaptcha_cmd_ps.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-windows-fakecaptcha-cmd-ps.md)
Potential Foxmail Exploitation,"T1189, T1203",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/execution_initial_access_foxmail_exploit.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-initial-access-foxmail-exploit.md)
Potential Git CVE-2025-48384 Exploitation,T1203,EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/cross-platform/execution_git_exploit_cve_2025_48384.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-git-exploit-cve-2025-48384.md)
Potential Hex Payload Execution via Command-Line,"T1027, T1059, T1059.004, T1140, T1204, T1204.002",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/defense_evasion_hex_payload_execution_via_commandline.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/defense-evasion-hex-payload-execution-via-commandline.md)
Potential Hex Payload Execution via Common Utility,"T1027, T1059, T1059.004, T1140, T1204, T1204.002",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/defense_evasion_hex_payload_execution_via_utility.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/defense-evasion-hex-payload-execution-via-utility.md)
Potential JAVA/JNDI Exploitation Attempt,"T1059, T1059.007, T1203",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/cross-platform/execution_suspicious_java_netcon_childproc.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-suspicious-java-netcon-childproc.md)
Potential Kubeletctl Execution Detected via Defend for Containers,"T1059, T1059.004, T1613",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/cloud_defend/execution_kubeletctl_execution.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-kubeletctl-execution.md)
Potential Linux Hack Tool Launched,,EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/execution_potential_hack_tool_executed.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-potential-hack-tool-executed.md)
Potential Malicious PowerShell Based on Alert Correlation,"T1059, T1059.001",ES|QL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/execution_posh_malicious_script_agg.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-posh-malicious-script-agg.md)
Potential Malware-Driven SSH Brute Force Attempt,"T1059, T1059.004, T1071, T1496",ES|QL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/impact_potential_bruteforce_malware_infection.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/impact-potential-bruteforce-malware-infection.md)
Potential Masquerading as Business App Installer,"T1036, T1036.001, T1036.005, T1189, T1204, T1204.002",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/defense_evasion_masquerading_business_apps_installer.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/defense-evasion-masquerading-business-apps-installer.md)
Potential Meterpreter Reverse Shell,"T1059, T1059.004, T1071",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/execution_shell_via_meterpreter_linux.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-shell-via-meterpreter-linux.md)
Potential Notepad Markdown RCE Exploitation,T1203,EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/execution_notepad_markdown_child_process.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-notepad-markdown-child-process.md)
Potential PowerShell HackTool Script by Author,"T1059, T1059.001",Custom Query,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/execution_posh_hacktool_authors.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-posh-hacktool-authors.md)
Potential PowerShell HackTool Script by Function Names,"T1059, T1059.001",Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/execution_posh_hacktool_functions.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-posh-hacktool-functions.md)
Potential PowerShell Obfuscated Script via High Entropy,"T1027, T1059, T1059.001, T1140",Custom Query,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/defense_evasion_posh_high_entropy.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/defense-evasion-posh-high-entropy.md)
Potential PowerShell Obfuscation via Backtick-Escaped Variable Expansion,"T1027, T1059, T1059.001, T1140",ES|QL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/defense_evasion_posh_obfuscation_backtick_var.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/defense-evasion-posh-obfuscation-backtick-var.md)
Potential PowerShell Obfuscation via Character Array Reconstruction,"T1027, T1059, T1059.001, T1140",ES|QL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/defense_evasion_posh_obfuscation_char_arrays.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/defense-evasion-posh-obfuscation-char-arrays.md)
Potential PowerShell Obfuscation via Concatenated Dynamic Command Invocation,"T1027, T1059, T1059.001, T1140",ES|QL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/defense_evasion_posh_obfuscation_concat_dynamic.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/defense-evasion-posh-obfuscation-concat-dynamic.md)
Potential PowerShell Obfuscation via High Numeric Character Proportion,"T1027, T1059, T1059.001, T1140",ES|QL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/defense_evasion_posh_obfuscation_high_number_proportion.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/defense-evasion-posh-obfuscation-high-number-proportion.md)
