Name,Technique,Rule Type,Severity,Source
Kernel Module Removal,"T1547, T1547.006, T1562, T1562.001",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/defense_evasion_kernel_module_removal.toml)
Kernel Object File Creation,"T1014, T1547, T1547.006",New Terms,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_kernel_object_file_creation.toml)
KRBTGT Delegation Backdoor,"T1098, T1558",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/persistence_msds_alloweddelegateto_krbtgt.toml)
Kubernetes Cluster-Admin Role Binding Created,"T1098, T1098.006",Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/kubernetes/persistence_cluster_admin_rolebinding_created.toml)
Kubernetes Creation of a RoleBinding Referencing a ServiceAccount,"T1098, T1098.006",Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/kubernetes/persistence_service_account_bound_to_clusterrole.toml)
Kubernetes Creation or Modification of Sensitive Role,"T1098, T1098.006",ES|QL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/kubernetes/persistence_sensitive_role_creation_or_modification.toml)
Kubernetes Exposed Service Created With Type NodePort,T1133,Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/kubernetes/persistence_exposed_service_created_with_type_nodeport.toml)
Kubernetes Sensitive Configuration File Activity,"T1053, T1053.007, T1543, T1543.005",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_kubernetes_sensitive_file_activity.toml)
Kubernetes Sensitive RBAC Change Followed by Workload Modification,"T1098, T1098.006",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/kubernetes/privilege_escalation_sensitive_rbac_change_followed_by_workload_modification.toml)
Kubernetes Service Account Modified RBAC Objects,"T1098, T1098.006",Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/kubernetes/privilege_escalation_service_account_rbac_write_operation.toml)
Lateral Movement via Startup Folder,"T1021, T1021.001, T1547, T1547.001",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/lateral_movement_via_startup_folder_rdp_smb.toml)
Launch Service Creation and Immediate Loading,"T1543, T1543.001",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/macos/persistence_creation_change_launch_agents_file.toml)
Linux Group Creation,"T1136, T1136.001",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_linux_group_creation.toml)
Linux User Account Creation,"T1136, T1136.001",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_linux_user_account_creation.toml)
Linux User Account Credential Modification,T1098,EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_user_credential_modification_via_echo.toml)
Linux User Added to Privileged Group,"T1136, T1136.001",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_linux_user_added_to_privileged_group.toml)
Loadable Kernel Module Configuration File Creation,"T1014, T1547, T1547.006",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_lkm_configuration_file_creation.toml)
Local Scheduled Task Creation,"T1053, T1053.005",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/persistence_local_scheduled_task_creation.toml)
M365 Exchange Mailbox High-Risk Permission Delegated,"T1098, T1098.002",New Terms,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/o365/persistence_exchange_suspicious_mailbox_permission_delegation.toml)
M365 Exchange Management Group Role Assigned,"T1098, T1098.003",Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/o365/persistence_exchange_management_role_assignment.toml)
M365 Identity Global Administrator Role Assigned,"T1098, T1098.003",Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/o365/persistence_entra_id_global_administrator_role_assign.toml)
M365 Identity OAuth Flow by User Sign-in to Device Registration,"T1098, T1098.005, T1528, T1566, T1566.002",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/o365/credential_access_entra_id_device_reg_via_oauth_redirection.toml)
M365 Security Compliance Admin Signal,"T1098, T1562, T1562.001",Custom Query,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules_building_block/defense_evasion_microsoft_security_compliance_admin_signal.toml)
Manual Dracut Execution,"T1059, T1059.004, T1542",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_manual_dracut_execution.toml)
Manual Loading of a Suspicious Chromium Extension,"T1176, T1539",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/macos/persistence_manual_chromium_extension_loading.toml)
Message-of-the-Day (MOTD) File Creation,T1037,EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_message_of_the_day_creation.toml)
MFA Deactivation with no Re-Activation for Okta User Account,"T1556, T1556.006",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/okta/persistence_mfa_deactivation_with_no_reactivation.toml)
MFA Disabled for Google Workspace Organization,T1556,Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/google_workspace/persistence_mfa_disabled_for_google_workspace_organization.toml)
Modification of Persistence Relevant Files Detected via Defend for Containers,"T1037, T1053, T1053.003, T1543, T1546, T1546.004, T1548, T1548.003",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/cloud_defend/persistence_modification_of_persistence_relevant_files.toml)
Modification or Removal of an Okta Application Sign-On Policy,T1556,Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/okta/persistence_okta_attempt_to_modify_or_delete_application_sign_on_policy.toml)
Mofcomp Activity,"T1047, T1546, T1546.003",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/execution_mofcomp.toml)
Netsh Helper DLL,"T1112, T1546, T1546.007",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/persistence_netsh_helper_dll.toml)
Network Connection Initiated by Suspicious SSHD Child Process,"T1021, T1021.004, T1546, T1546.004, T1563, T1563.001",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_ssh_netcon.toml)
Network Connections Initiated Through XDG Autostart Entry,"T1547, T1547.013",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_xdg_autostart_netcon.toml)
Network Logon Provider Registry Modification,"T1543, T1556",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/credential_access_persistence_network_logon_provider_modification.toml)
Network Traffic to Rare Destination Country,"T1041, T1048, T1071, T1105, T1566, T1566.001, T1566.002",Machine Learning,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/ml/ml_rare_destination_country.toml)
NetworkManager Dispatcher Script Creation,"T1059, T1059.004, T1543, T1574",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_network_manager_dispatcher_persistence.toml)
New ActiveSyncAllowedDeviceID Added via PowerShell,"T1059, T1059.001, T1098, T1098.002",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/persistence_powershell_exch_mailbox_activesync_add_device.toml)
New GitHub Owner Added,"T1136, T1136.003",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/github/persistence_github_org_owner_added.toml)
New GitHub Personal Access Token (PAT) Added,"T1136, T1136.003, T1528",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/github/persistence_new_pat_created.toml)
New Okta Identity Provider (IdP) Added by Admin,"T1556, T1556.007",Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/okta/persistence_new_idp_successfully_added_by_admin.toml)
New User Added To GitHub Organization,"T1098, T1098.001",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules_building_block/persistence_github_new_user_added_to_organization.toml)
Node.js Pre or Post-Install Script Execution,"T1059, T1059.004, T1204, T1204.005, T1543, T1574",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/cross-platform/execution_nodejs_pre_or_post_install_script_execution.toml)
Office Test Registry Persistence,"T1112, T1137, T1137.002",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/persistence_msoffice_startup_registry.toml)
Okta User Assigned Administrator Role,T1098,Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/okta/persistence_administrator_role_assigned_to_okta_user.toml)
OpenSSL Password Hash Generation,"T1136, T1136.001",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_openssl_passwd_hash_generation.toml)
Outlook Home Page Registry Modification,"T1137, T1137.004",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/command_and_control_outlook_home_page.toml)
Persistence via a Hidden Plist Filename,"T1543, T1543.001, T1547, T1547.011, T1564, T1564.001",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/macos/persistence_hidden_plist_filename.toml)
Persistence via a Windows Installer,"T1053, T1053.005, T1218, T1218.007",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/persistence_msi_installer_task_startup.toml)
Persistence via BITS Job Notify Cmdline,T1197,EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/persistence_via_bits_job_notify_command.toml)
Persistence via DirectoryService Plugin Modification,T1547,EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/macos/persistence_directory_services_plugins_modification.toml)
Persistence via Docker Shortcut Modification,T1543,EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/macos/persistence_docker_shortcuts_plist_modification.toml)
Persistence via Folder Action Script,"T1037, T1059",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/macos/persistence_folder_action_scripts_runtime.toml)
Persistence via Hidden Run Key Detected,"T1106, T1112, T1547, T1547.001",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/persistence_via_hidden_run_key_valuename.toml)
Persistence via Login or Logout Hook,T1037,EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/macos/persistence_login_logout_hooks_defaults.toml)
Persistence via Microsoft Office AddIns,"T1137, T1137.006",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/persistence_ms_office_addins_file.toml)
Persistence via Microsoft Outlook VBA,T1137,EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/persistence_ms_outlook_vba_template.toml)
Persistence via PowerShell profile,"T1546, T1546.013",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/persistence_powershell_profiles.toml)
Persistence via Scheduled Job Creation,"T1053, T1053.005",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/persistence_local_scheduled_job_creation.toml)
Persistence via Suspicious Launch Agent or Launch Daemon,"T1543, T1543.001, T1543.004, T1547, T1547.011",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/macos/persistence_suspicious_launch_agent_or_launch_daemon.toml)
Persistence via TelemetryController Scheduled Task Hijack,"T1053, T1053.005, T1574",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/persistence_via_telemetrycontroller_scheduledtask_hijack.toml)
Persistence via Update Orchestrator Service Hijack,"T1068, T1543, T1543.003, T1574",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/persistence_via_update_orchestrator_service_hijack.toml)
Persistence via WMI Event Subscription,"T1047, T1546, T1546.003",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/persistence_via_windows_management_instrumentation_event_subscription.toml)
Persistence via WMI Standard Registry Provider,"T1047, T1543, T1543.003, T1547, T1547.001",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/persistence_via_wmi_stdregprov_run_services.toml)
Persistent Scripts in the Startup Directory,"T1547, T1547.001, T1547.009",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/persistence_startup_folder_scripts.toml)
Pluggable Authentication Module (PAM) Creation in Unusual Directory,"T1543, T1556",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_pluggable_authentication_module_creation_in_unusual_dir.toml)
Pluggable Authentication Module (PAM) Source Download,"T1543, T1556",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_pluggable_authentication_module_source_download.toml)
Pluggable Authentication Module (PAM) Version Discovery,"T1082, T1543, T1556",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/discovery_pam_version_discovery.toml)
Pluggable Authentication Module or Configuration Creation,"T1543, T1556",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_pluggable_authentication_module_creation.toml)
Pod or Container Creation with Suspicious Command-Line,"T1053, T1053.002, T1053.003, T1059, T1059.004, T1609, T1611",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/execution_suspicious_pod_or_container_creation_command_execution.toml)
Polkit Policy Creation,"T1543, T1556",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_polkit_policy_creation.toml)
Potential Application Shimming via Sdbinst,"T1546, T1546.011",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/persistence_via_application_shimming.toml)
Potential Backdoor Execution Through PAM_EXEC,"T1543, T1556",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_pluggable_authentication_module_pam_exec_backdoor_exec.toml)
Potential Execution of rc.local Script,"T1037, T1037.004",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_rc_local_service_already_running.toml)
Potential Execution via SSH Backdoor,"T1021, T1021.004, T1543, T1556, T1563, T1563.001",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_suspicious_ssh_execution_xzbackdoor.toml)
Potential Hidden Local User Account Creation,"T1078, T1078.003",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/macos/persistence_account_creation_hide_at_logon.toml)
Potential Linux Backdoor User Account Creation,"T1136, T1136.001",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_linux_backdoor_user_creation.toml)
Potential LSA Authentication Package Abuse,"T1547, T1547.002",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/privilege_escalation_lsa_auth_package.toml)
Potential Masquerading as Browser Process,"T1036, T1036.001, T1036.005, T1554",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules_building_block/defense_evasion_masquerading_browsers.toml)
Potential Masquerading as Communication Apps,"T1036, T1036.001, T1036.005, T1554",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/defense_evasion_masquerading_communication_apps.toml)
Potential Masquerading as System32 DLL,"T1036, T1036.001, T1036.005, T1554, T1574, T1574.001",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules_building_block/defense_evasion_masquerading_windows_dll.toml)
Potential Masquerading as System32 Executable,"T1036, T1036.001, T1036.005, T1554",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules_building_block/defense_evasion_masquerading_windows_system32_exe.toml)
Potential Masquerading as VLC DLL,"T1036, T1036.001, T1036.005, T1554",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules_building_block/defense_evasion_masquerading_vlc_dll.toml)
Potential Modification of Accessibility Binaries,"T1546, T1546.008",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/persistence_priv_escalation_via_accessibility_features.toml)
Potential OpenSSH Backdoor Logging Activity,"T1554, T1556",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/credential_access_ssh_backdoor_log.toml)
Potential Persistence via Atom Init Script Modification,T1037,EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/macos/persistence_via_atom_init_file_modification.toml)
Potential Persistence via File Modification,"T1014, T1037, T1037.004, T1053, T1053.003, T1136, T1136.001, T1543, T1543.002, T1547, T1547.006, T1548, T1548.003, T1556, T1574, T1574.006",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/fim/persistence_suspicious_file_modifications.toml)
Potential Persistence via Login Hook,"T1547, T1647",Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/macos/persistence_loginwindow_plist_modification.toml)
Potential Persistence via Mandatory User Profile,"T1112, T1547",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/persistence_suspicious_user_mandatory_profile_file.toml)
Potential Persistence via Periodic Tasks,"T1053, T1053.003",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/macos/persistence_periodic_tasks_file_mdofiy.toml)
Potential Persistence via Time Provider Modification,"T1547, T1547.003",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/persistence_time_provider_mod.toml)
Potential Port Monitor or Print Processor Registration Abuse,"T1547, T1547.010, T1547.012",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/privilege_escalation_port_monitor_print_pocessor_abuse.toml)
Potential Privilege Escalation via SUID/SGID Proxy Execution,"T1068, T1218, T1548, T1548.001",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/privilege_escalation_potential_suid_sgid_proxy_execution.toml)
Potential Privileged Escalation via SamAccountName Spoofing,"T1068, T1078, T1078.002, T1098",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/privilege_escalation_samaccountname_spoofing_attack.toml)
Potential SSH Password Grabbing via strace,"T1554, T1556",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/credential_access_ssh_password_grabbing_via_strace.toml)
Potential Sudo Hijacking,"T1548, T1548.003, T1574",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/privilege_escalation_sudo_hijacking.toml)
Potential Suspicious File Edit,"T1037, T1037.004, T1543, T1543.002, T1548, T1548.003, T1574, T1574.006",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_suspicious_file_opened_through_editor.toml)
Potential Web Shell ASPX File Creation,"T1505, T1505.003",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/persistence_web_shell_aspx_write.toml)
Potential Webshell Deployed via Apache Struts CVE-2023-50164 Exploitation,"T1190, T1505, T1505.003",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/initial_access_apache_struts_cve_2023_50164_exploitation_to_webshell.toml)
Privilege Escalation via SUID/SGID,"T1068, T1548, T1548.001",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/privilege_escalation_potential_suid_sgid_exploitation.toml)
Process Capability Set via setcap Utility,,EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_process_capability_set_via_setcap.toml)
Process Spawned from Message-of-the-Day (MOTD),T1037,EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_message_of_the_day_execution.toml)
Python Path File (pth) Creation,"T1059, T1059.004, T1546, T1546.018, T1574",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_pth_file_creation.toml)
Python Site or User Customize File Creation,"T1059, T1059.004, T1546, T1546.018, T1574",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_site_and_user_customize_file_creation.toml)
Rare AWS Error Code,"T1526, T1580",Machine Learning,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/ml_cloudtrail_rare_error_code.toml)
Rare Azure Activity Logs Event Failures,"T1526, T1580",Machine Learning,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/azure/ml_azure_rare_event_failures.toml)
Rare GCP Audit Failure Event Code,"T1526, T1580",Machine Learning,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/gcp/ml_gcp_rare_error_code.toml)
rc.local/rc.common File Creation,"T1037, T1037.004",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_rc_script_creation.toml)
Registry Persistence via AppCert DLL,"T1546, T1546.009",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/persistence_appcertdlls_registry.toml)
Registry Persistence via AppInit DLL,"T1112, T1546, T1546.010",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/persistence_appinitdlls_registry.toml)
Remote Windows Service Installed,"T1021, T1543, T1543.003",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/lateral_movement_remote_service_installed_winlog.toml)
Renaming of OpenSSH Binaries,"T1021, T1021.004, T1543, T1556, T1563, T1563.001",Custom Query,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_credential_access_modify_ssh_binaries.toml)
RPM Package Installed by Unusual Parent Process,"T1195, T1195.002, T1543, T1546, T1546.016, T1574",New Terms,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_rpm_package_installation_from_unusual_parent.toml)
Scheduled Task Created by a Windows Script,"T1053, T1053.005, T1059, T1059.001, T1059.005",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/persistence_local_scheduled_task_scripting.toml)
Screensaver Plist File Modified by Unexpected Process,T1546,EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/macos/persistence_screensaver_plist_file_modification.toml)
Sensitive Privilege SeEnableDelegationPrivilege assigned to a User,"T1098, T1558",Custom Query,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/credential_access_seenabledelegationprivilege_assigned_to_user.toml)
Service Command Lateral Movement,"T1021, T1543, T1543.003, T1569, T1569.002",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/lateral_movement_cmd_service.toml)
Service DACL Modification via sc.exe,"T1543, T1543.003, T1564",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/defense_evasion_sc_sdset.toml)
Service Path Modification,"T1112, T1543, T1543.003",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules_building_block/defense_evasion_service_path_registry.toml)
Service Path Modification via sc.exe,"T1112, T1543, T1543.003",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules_building_block/defense_evasion_services_exe_path.toml)
Setcap setuid/setgid Capability Set,"T1548, T1548.001",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_setuid_setgid_capability_set.toml)
Shadow File Modification by Unusual Process,T1098,EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_shadow_file_modification.toml)
Shared Object Created by Previously Unknown Process,"T1574, T1574.006",New Terms,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_shared_object_creation.toml)
Shell Configuration Creation,"T1546, T1546.004",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_shell_configuration_modification.toml)
Shortcut File Written or Modified on Startup Folder,"T1547, T1547.001, T1547.009",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules_building_block/persistence_startup_folder_lnk.toml)
Simple HTTP Web Server Connection,"T1059, T1059.004, T1071, T1505, T1505.003",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_simple_web_server_connection_accepted.toml)
Simple HTTP Web Server Creation,"T1059, T1059.004, T1071, T1505, T1505.003",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_simple_web_server_creation.toml)
SSH Authorized Key File Activity Detected via Defend for Containers,"T1021, T1021.004, T1098, T1098.004, T1563, T1563.001",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/cloud_defend/persistence_ssh_authorized_keys_modification_inside_a_container.toml)
SSH Authorized Keys File Activity,"T1021, T1021.004, T1098, T1098.004, T1563, T1563.001",New Terms,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/cross-platform/persistence_ssh_authorized_keys_modification.toml)
SSH Key Generated via ssh-keygen,"T1021, T1021.004, T1098, T1098.004, T1563, T1563.001",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_ssh_key_generation.toml)
Startup Folder Persistence via Unsigned Process,"T1036, T1036.001, T1547, T1547.001",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/persistence_startup_folder_file_written_by_unsigned_process.toml)
Startup or Run Key Registry Modification,"T1547, T1547.001",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/persistence_run_key_and_startup_broad.toml)
Startup Persistence by a Suspicious Process,"T1547, T1547.001",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/persistence_startup_folder_file_written_by_suspicious_process.toml)
Stolen Credentials Used to Login to Okta Account After MFA Reset,"T1556, T1556.006",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/okta/persistence_stolen_credentials_used_to_login_to_okta_account_after_mfa_reset.toml)
Sublime Plugin or Application Script Modification,T1554,EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/macos/persistence_modification_sublime_app_plugin_or_script.toml)
SUID/SGID Bit Set,"T1548, T1548.001",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/cross-platform/privilege_escalation_setuid_setgid_bit_set_via_chmod.toml)
SUID/SGUID Enumeration Detected,"T1083, T1548, T1548.001",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/discovery_suid_sguid_enumeration.toml)
Suspicious Activity Reported by Okta User,T1078,Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/okta/initial_access_suspicious_activity_reported_by_okta_user.toml)
Suspicious Apple Mail Rule Plist Modification,"T1204, T1546",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/macos/persistence_apple_mail_rule_modification.toml)
Suspicious APT Package Manager Execution,"T1059, T1059.004, T1543, T1546, T1546.016, T1574",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_apt_package_manager_execution.toml)
